"occurrenceID","basisofRecord","organismScope","catalogNumber","otherCatalogNumbers","eventID","scientificName","taxonRank","identifiedBy","identificationQualifier","identificationRemarks","organismRemarks","individualCount","institutionID","associatedMedia","lifestage","sex","preparations","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","supergenus","genus","subgenus","species","subspecies","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","geoReferenceProtocol","year","month","day","maximumDepthInMeters","minimumDepthInMeters","recordedBy","samplingProtocol","habitatGeomorphologicalZone","habitatSubstrate","habitatBiotic","eventTime","verbatimCoordinates","eventMedia"
"BKON-2101",NA,"organism",NA,NA,"KANI057B","Tricolia variabilis","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turtle Island",21.4618,-157.7759,100,"GPS",2017,5,30,2,0,"IZ team","algal sample","fringing reef, intertidal",NA,NA,NA,NA,NA
"BKON-2102",NA,"organism",NA,NA,"KANI057B","Amphipoda","Order","Paulay, Gustav",NA,NA,"mixed",4,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turtle Island",21.4618,-157.7759,100,"GPS",2017,5,30,2,0,"IZ team","algal sample","fringing reef, intertidal",NA,NA,NA,NA,NA
"BKON-2103",NA,"organism",NA,NA,"KANA024","Bugula","Genus","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKON-2104",NA,"organism",NA,NA,"KANI051A","Calappa hepatica?","Species","Paulay, Gustav","?",NA,"juv.",1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Bay, old pier",21.4253,-157.7846,100,"GPS",2017,5,29,2,0,"IZ team","sand sieving","silty fringing reef",NA,NA,NA,NA,NA
"BKON-2105",NA,"organism",NA,NA,"KANI056","Ostreidae","Family","Paulay, Gustav",NA,NA,"mostly flat, 1 w/zig zag, ?dead",5,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2106",NA,"organism",NA,NA,"KANI056","Cypraea mauritiana","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2107",NA,"organism",NA,NA,"KANI056","Plagusia","Genus","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2108",NA,"organism",NA,NA,"KANI056","Leucothoe","Genus","Paulay, Gustav",NA,NA,"from 2095",1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2109",NA,"organism",NA,NA,"KANI056","Bryozoa","Phylum","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2110",NA,"organism",NA,NA,"KANI056","Holothuria lineata","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2111",NA,"organism",NA,NA,"KANI052A","Portunus cf. longispinosus","Species","Paulay, Gustav","cf.",NA,"dead/rotted in lab",1,"FLMNH","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sunken City",21.4357,-157.7923,100,"GPS",2017,5,29,2,0,"IZ team","sand sieving","sand pockets",NA,NA,NA,NA,NA
"BKON-2112",NA,"organism",NA,NA,"KANI056","Dolabrifera","Genus","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2113",NA,"organism",NA,NA,"KANI056","Diodora rupellii","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2114",NA,"organism",NA,NA,"KANI056","Leucothoe","Genus","Paulay, Gustav",NA,NA,"from 2091",1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2115",NA,"organism",NA,NA,"KANI056","Siphonaria kiura","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2116",NA,"organism",NA,NA,"KANI056","Nesochthamalus intertextus","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2117",NA,"organism",NA,NA,"KANI056","Discodoris lilarina","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2118",NA,"organism",NA,NA,"KANI056","Peasiella tantilla","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2119",NA,"organism",NA,NA,"KANA026","Ophionereis","Genus","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKON-2120",NA,"organism",NA,NA,"KANI060","Loimia","Genus","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afternoon dive",21.466,-157.7635,100,"GPS",2017,5,30,6,3,"IZ team","hand",NA,NA,NA,NA,NA,NA
"BKON-2121",NA,"organism",NA,NA,"KANI056","Morula granulata","Species","Paulay, Gustav",NA,NA,NA,10,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2122",NA,"organism",NA,NA,"KANI056","Onchidia","Genus","Paulay, Gustav",NA,NA,NA,2,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2123",NA,"organism",NA,NA,"KANI059","Huenia?","Genus","Paulay, Gustav","?",NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base",21.4515,-157.7777,100,"GPS",2017,5,30,5,0,"IZ team","snorkel","fringing reef",NA,NA,NA,NA,NA
"BKON-2124",NA,"organism",NA,NA,"KANI055","Holothuria edulis","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,"meters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crash Boat Marker",21.449,-157.782,100,"GPS",2017,5,30,6,3,"IZ team","hand","silty bottom patch reef",NA,NA,NA,NA,NA
"BKON-2125",NA,"organism",NA,NA,"KANI001","Thalamita integra","Species","Paulay, Gustav",NA,NA,NA,2,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconut Island",21.4356,-157.7893,100,"GPS",2017,5,21,1,0,"IZ team","snorkel","sand flat, fringing reef",NA,NA,NA,NA,NA
"BKON-2126",NA,"organism",NA,NA,"KANI001","Thalamita admete","Species","Paulay, Gustav",NA,NA,NA,3,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconut Island",21.4356,-157.7893,100,"GPS",2017,5,21,1,0,"IZ team","snorkel","sand flat, fringing reef",NA,NA,NA,NA,NA
"BKON-2127",NA,"organism",NA,NA,"KANI059","Synalpheus","Genus","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base",21.4515,-157.7777,100,"GPS",2017,5,30,5,0,"IZ team","snorkel","fringing reef",NA,NA,NA,NA,NA
"BKON-2128",NA,"organism",NA,NA,"KANI055","Cypraea tigris","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crash Boat Marker",21.449,-157.782,100,"GPS",2017,5,30,6,3,"IZ team","hand","silty bottom patch reef",NA,NA,NA,NA,NA
"BKON-2129",NA,"organism",NA,NA,"KANI056","Alpheus","Genus","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2130",NA,"organism",NA,NA,"KANI056","Alpheus","Genus","Paulay, Gustav",NA,NA,NA,2,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2131",NA,"organism",NA,NA,"KANI056","Chaetopterus","Genus","Paulay, Gustav",NA,NA,"headless",1,"FLMNH","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2132",NA,"organism",NA,NA,"KANI057","Eunicidae","Family","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turtle Island",21.4618,-157.7759,100,"GPS",2017,5,30,2,0,"IZ team","hand","fringing reef, intertidal",NA,NA,NA,NA,NA
"BKON-2133",NA,"organism",NA,NA,"KANI055","Terebellidae","Family","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crash Boat Marker",21.449,-157.782,100,"GPS",2017,5,30,6,3,"IZ team","hand","silty bottom patch reef",NA,NA,NA,NA,NA
"BKON-2134",NA,"organism",NA,NA,"KANI055","Terebellidae","Family","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crash Boat Marker",21.449,-157.782,100,"GPS",2017,5,30,6,3,"IZ team","hand","silty bottom patch reef",NA,NA,NA,NA,NA
"BKON-2135",NA,"organism",NA,NA,"KANI056","Polynoidae","Family","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2136",NA,"organism",NA,NA,"KANI060","Heterocentrotus mammilatus","Species","Paulay, Gustav",NA,NA,NA,2,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afternoon dive",21.466,-157.7635,100,"GPS",2017,5,30,6,3,"IZ team","hand",NA,NA,NA,NA,NA,NA
"BKON-2137",NA,"organism",NA,NA,"KANI060","Palythoa caesia","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afternoon dive",21.466,-157.7635,100,"GPS",2017,5,30,6,3,"IZ team","hand",NA,NA,NA,NA,NA,NA
"BKON-2138",NA,"organism",NA,NA,"KANI060","Triactis producta","Species","Paulay, Gustav",NA,NA,NA,4,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afternoon dive",21.466,-157.7635,100,"GPS",2017,5,30,6,3,"IZ team","hand",NA,NA,NA,NA,NA,NA
"BKON-2139",NA,"organism",NA,NA,"KANI060","Protopalythoa","Genus","Paulay, Gustav",NA,NA,"small polyp",1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afternoon dive",21.466,-157.7635,100,"GPS",2017,5,30,6,3,"IZ team","hand",NA,NA,NA,NA,NA,NA
"BKON-2140",NA,"organism",NA,NA,"KANI056","Polycladida","Order","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2141",NA,"organism",NA,NA,"KANI056","Pachygrapsus","Genus","Paulay, Gustav",NA,NA,"mini long legs",1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2142",NA,"organism",NA,NA,"KANI056","Cuapetes?","Genus","Paulay, Gustav","?",NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2143",NA,"organism",NA,NA,"KANI056","Nucia","Genus","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2144",NA,"organism",NA,NA,"KANI056","Pachygrapsus minutus","Species","Paulay, Gustav",NA,NA,NA,2,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2145",NA,"organism",NA,NA,"KANI056","Sabellidae","Family","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2146",NA,"organism",NA,NA,"KANI056","Mitra litteratus","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2147",NA,"organism",NA,NA,"KANI017","Etisus","Genus","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NW of Ahu'olaki Island (The Sand Bar)",21.4699,-157.8186,100,"GPS",2017,5,24,10,0,"IZ team",NA,"patch reef",NA,NA,NA,NA,NA
"BKON-2148",NA,"organism",NA,NA,"KANI059","Thalamita admete","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base",21.4515,-157.7777,100,"GPS",2017,5,30,5,0,"IZ team","snorkel","fringing reef",NA,NA,NA,NA,NA
"BKON-2149",NA,"organism",NA,NA,"KANI060","Carupa tenuipes","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afternoon dive",21.466,-157.7635,100,"GPS",2017,5,30,6,3,"IZ team","hand",NA,NA,NA,NA,NA,NA
"BKON-2150",NA,"organism",NA,NA,"KANI052A","Thalamita admete","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sunken City",21.4357,-157.7923,100,"GPS",2017,5,29,2,0,"IZ team","sand sieving","sand pockets",NA,NA,NA,NA,NA
"BKON-2151",NA,"organism",NA,NA,"KANI060","Perinia tumida","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afternoon dive",21.466,-157.7635,100,"GPS",2017,5,30,6,3,"IZ team","hand",NA,NA,NA,NA,NA,NA
"BKON-2152",NA,"organism",NA,NA,"KANI034","Thalamita crenata","Species","Paulay, Gustav",NA,NA,NA,3,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconut Island",21.4356,-157.7869,100,"GPS",2017,5,27,2,0.5,"IZ team","snorkel","sand flat, fringing reef",NA,NA,NA,NA,NA
"BKON-2153",NA,"organism",NA,NA,"KANI056","Thalamita picta","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2154",NA,"organism",NA,NA,"KANI056","Pseudozius caystrus","Species","Paulay, Gustav",NA,NA,NA,3,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2155",NA,"organism",NA,NA,"KANI056","Pseudozius caystrus?","Species","Paulay, Gustav","?",NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2156",NA,"organism",NA,NA,"KANI056","Xanthoidea","Superfamily","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2157",NA,"organism",NA,NA,"KANI056","Heliacus mcgillsi","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2158",NA,"organism",NA,NA,"KANI050A","Callianassidae","Family","Paulay, Gustav",NA,NA,NA,10,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKON-2159",NA,"organism",NA,NA,"KANI056","Pachygrapsus","Genus","Paulay, Gustav",NA,NA,"mini long legs",1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2160",NA,"organism",NA,NA,"KANI056","Bryozoa","Phylum","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2161",NA,"organism",NA,NA,"KANI056","Leptodius","Genus","Paulay, Gustav",NA,NA,"common",2,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2162",NA,"organism",NA,NA,"KANI056","Leptodius","Genus","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2163",NA,"organism",NA,NA,"KANI056","Leptodius","Genus","Paulay, Gustav",NA,NA,NA,6,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaneohe Marine Corps Base, near airfield",21.4521,-157.7776,100,"GPS",2017,5,30,1,0,"IZ team","hand","fringing reef","silt and rubble",NA,NA,NA,NA
"BKON-2164",NA,"organism",NA,NA,"plankton","Ptychodera?","Genus","Paulay, Gustav","?",NA,"tornaria",1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKON-2165",NA,"organism",NA,NA,"KANI053","Nereididae","Family","Paulay, Gustav",NA,NA,"pink",2,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turtleback Island",21.4615,-157.7756,100,"GPS",2017,5,30,NA,NA,"IZ team",NA,NA,NA,NA,NA,NA,NA
"BKON-2166",NA,"organism",NA,NA,"KANI053","Nereididae","Family","Paulay, Gustav",NA,NA,"green",1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turtleback Island",21.4615,-157.7756,100,"GPS",2017,5,30,NA,NA,"IZ team",NA,NA,NA,NA,NA,NA,NA
"BKON-2167",NA,"organism",NA,NA,"KANI060","Eulimidae","Family","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afternoon dive",21.466,-157.7635,100,"GPS",2017,5,30,6,3,"IZ team","hand",NA,NA,NA,NA,NA,NA
